year,modeled_scenario,Total15plus,Total15to49,indicator,mean,upper_CI,lower_CI,type,group
2090,Status quo,63193415,35389152.5,ARTcoverage15to49,NA,NA,0.68975465,ART coverage,15-49 years
2090,Status quo,63193415,35389152.5,ARTcoverageAdult,NA,NA,0.783376375,ART coverage,15+ years
2090,Status quo,63193415,35389152.5,HIVinc15plus,NA,NA,1.4440815e-4,HIV incidence,15+ years
2090,Status quo,63193415,35389152.5,HIVinc15to49,NA,NA,9.943066e-5,HIV incidence,15-49 years
2090,Status quo,63193415,35389152.5,IncPrevRatio15plus,NA,NA,0.00627959775,Incidence:Prevalence ratio,15+ years
2090,Status quo,63193415,35389152.5,IncPrevRatio15to49,NA,NA,0.02672632,Incidence:Prevalence ratio,15-49 years
2090,Status quo,63193415,35389152.5,NewAdultHIV,NA,NA,8954.20825,New HIV infections,15-49 years
2090,Status quo,63193415,35389152.5,NewHIV15to49,NA,NA,3517.7465,New HIV infections,15+ years
2090,Status quo,63193415,35389152.5,Prev15plus,NA,NA,0.0222872725,HIV prevalence,15+ years
2090,Status quo,63193415,35389152.5,Prev15to49,NA,NA,0.00370603675,HIV prevalence,15-49 years
2090,Status quo,63193415,35389152.5,TotHIV15,NA,NA,1413957.75,Total living with HIV,15+ years
2090,Status quo,63193415,35389152.5,TotHIV15to49,NA,NA,131605.225,Total living with HIV,15-49 years
2091,Status quo,63342640,35390230,ARTcoverage15to49,0.7126315999999999,NA,NA,ART coverage,15-49 years
2091,Status quo,63342640,35390230,ARTcoverageAdult,0.7927843,NA,NA,ART coverage,15+ years
2091,Status quo,63342640,35390230,HIVinc15plus,2.090807e-4,NA,NA,HIV incidence,15+ years
2091,Status quo,63342640,35390230,HIVinc15to49,1.8524664e-4,NA,NA,HIV incidence,15-49 years
2091,Status quo,63342640,35390230,IncPrevRatio15plus,0.008241121,NA,NA,Incidence:Prevalence ratio,15+ years
2091,Status quo,63342640,35390230,IncPrevRatio15to49,0.03307916,NA,NA,Incidence:Prevalence ratio,15-49 years
2091,Status quo,63342640,35390230,NewAdultHIV,12938.359,NA,NA,New HIV infections,15-49 years
2091,Status quo,63342640,35390230,NewHIV15to49,6519.009,NA,NA,New HIV infections,15+ years
2091,Status quo,63342640,35390230,Prev15plus,0.0244391,NA,NA,HIV prevalence,15+ years
2091,Status quo,63342640,35390230,Prev15to49,0.005440604,NA,NA,HIV prevalence,15-49 years
2091,Status quo,63342640,35390230,TotHIV15,1548065,NA,NA,Total living with HIV,15+ years
2091,Status quo,63342640,35390230,TotHIV15to49,192566.5,NA,NA,Total living with HIV,15-49 years
2091,Status quo,63475075,35464350,ARTcoverage15to49,NA,0.7429356250000001,NA,ART coverage,15-49 years
2091,Status quo,63475075,35464350,ARTcoverageAdult,NA,0.8019989000000001,NA,ART coverage,15+ years
2091,Status quo,63475075,35464350,HIVinc15plus,NA,2.819678e-4,NA,HIV incidence,15+ years
2091,Status quo,63475075,35464350,HIVinc15to49,NA,2.729018e-4,NA,HIV incidence,15-49 years
2091,Status quo,63475075,35464350,IncPrevRatio15plus,NA,0.00991444425,NA,Incidence:Prevalence ratio,15+ years
2091,Status quo,63475075,35464350,IncPrevRatio15to49,NA,0.0379874825,NA,Incidence:Prevalence ratio,15-49 years
2091,Status quo,63475075,35464350,NewAdultHIV,NA,17410.127500000002,NA,New HIV infections,15-49 years
2091,Status quo,63475075,35464350,NewHIV15to49,NA,9589.2295,NA,New HIV infections,15+ years
2091,Status quo,63475075,35464350,Prev15plus,NA,0.0277515975,NA,HIV prevalence,15+ years
2091,Status quo,63475075,35464350,Prev15to49,NA,0.00713154075,NA,HIV prevalence,15-49 years
2091,Status quo,63475075,35464350,TotHIV15,NA,1759010.75,NA,Total living with HIV,15+ years
2091,Status quo,63475075,35464350,TotHIV15to49,NA,252391.47500000003,NA,Total living with HIV,15-49 years
2091,Status quo,63185157.5,35287062.5,ARTcoverage15to49,NA,NA,0.6886264,ART coverage,15-49 years
2091,Status quo,63185157.5,35287062.5,ARTcoverageAdult,NA,NA,0.782897975,ART coverage,15+ years
2091,Status quo,63185157.5,35287062.5,HIVinc15plus,NA,NA,1.3667175e-4,HIV incidence,15+ years
2091,Status quo,63185157.5,35287062.5,HIVinc15to49,NA,NA,9.3834185e-5,HIV incidence,15-49 years
2091,Status quo,63185157.5,35287062.5,IncPrevRatio15plus,NA,NA,0.00629815425,Incidence:Prevalence ratio,15+ years
2091,Status quo,63185157.5,35287062.5,IncPrevRatio15to49,NA,NA,0.0268326275,Incidence:Prevalence ratio,15-49 years
2091,Status quo,63185157.5,35287062.5,NewAdultHIV,NA,NA,8483.981749999999,New HIV infections,15-49 years
2091,Status quo,63185157.5,35287062.5,NewHIV15to49,NA,NA,3310.83975,New HIV infections,15+ years
2091,Status quo,63185157.5,35287062.5,Prev15plus,NA,NA,0.02103477,HIV prevalence,15+ years
2091,Status quo,63185157.5,35287062.5,Prev15to49,NA,NA,0.003484333,HIV prevalence,15-49 years
2091,Status quo,63185157.5,35287062.5,TotHIV15,NA,NA,1334301.5,Total living with HIV,15+ years
2091,Status quo,63185157.5,35287062.5,TotHIV15to49,NA,NA,123372.3,Total living with HIV,15-49 years
2092,Status quo,63326890,35284920,ARTcoverage15to49,0.7117972,NA,NA,ART coverage,15-49 years
2092,Status quo,63326890,35284920,ARTcoverageAdult,0.7924736,NA,NA,ART coverage,15+ years
2092,Status quo,63326890,35284920,HIVinc15plus,2.00509e-4,NA,NA,HIV incidence,15+ years
2092,Status quo,63326890,35284920,HIVinc15to49,1.7833621999999998e-4,NA,NA,HIV incidence,15-49 years
2092,Status quo,63326890,35284920,IncPrevRatio15plus,0.008320456,NA,NA,Incidence:Prevalence ratio,15+ years
2092,Status quo,63326890,35284920,IncPrevRatio15to49,0.03333385,NA,NA,Incidence:Prevalence ratio,15-49 years
2092,Status quo,63326890,35284920,NewAdultHIV,12420.137,NA,NA,New HIV infections,15-49 years
2092,Status quo,63326890,35284920,NewHIV15to49,6258.736,NA,NA,New HIV infections,15+ years
2092,Status quo,63326890,35284920,Prev15plus,0.02322496,NA,NA,HIV prevalence,15+ years
2092,Status quo,63326890,35284920,Prev15to49,0.005193566,NA,NA,HIV prevalence,15-49 years
2092,Status quo,63326890,35284920,TotHIV15,1470795,NA,NA,Total living with HIV,15+ years
2092,Status quo,63326890,35284920,TotHIV15to49,183276.9,NA,NA,Total living with HIV,15-49 years
2092,Status quo,63458360,35358972.5,ARTcoverage15to49,NA,0.74263805,NA,ART coverage,15-49 years
2092,Status quo,63458360,35358972.5,ARTcoverageAdult,NA,0.8019531249999999,NA,ART coverage,15+ years
2092,Status quo,63458360,35358972.5,HIVinc15plus,NA,2.7205425e-4,NA,HIV incidence,15+ years
2092,Status quo,63458360,35358972.5,HIVinc15to49,NA,2.65232125e-4,NA,HIV incidence,15-49 years
2092,Status quo,63458360,35358972.5,IncPrevRatio15plus,NA,0.01004974875,NA,Incidence:Prevalence ratio,15+ years
2092,Status quo,63458360,35358972.5,IncPrevRatio15to49,NA,0.03835301,NA,Incidence:Prevalence ratio,15-49 years
2092,Status quo,63458360,35358972.5,NewAdultHIV,NA,16815.9925,NA,New HIV infections,15-49 years
2092,Status quo,63458360,35358972.5,NewHIV15to49,NA,9294.67,NA,New HIV infections,15+ years
2092,Status quo,63458360,35358972.5,Prev15plus,NA,0.0264860575,NA,HIV prevalence,15+ years
2092,Status quo,63458360,35358972.5,Prev15to49,NA,0.00686669925,NA,HIV prevalence,15-49 years
2092,Status quo,63458360,35358972.5,TotHIV15,NA,1678426.75,NA,Total living with HIV,15+ years
2092,Status quo,63458360,35358972.5,TotHIV15to49,NA,242301.375,NA,Total living with HIV,15-49 years
2092,Status quo,63168622.5,35181795,ARTcoverage15to49,NA,NA,0.6874710500000001,ART coverage,15-49 years
2092,Status quo,63168622.5,35181795,ARTcoverageAdult,NA,NA,0.7823859,ART coverage,15+ years
2092,Status quo,63168622.5,35181795,HIVinc15plus,NA,NA,1.293295e-4,HIV incidence,15+ years
2092,Status quo,63168622.5,35181795,HIVinc15to49,NA,NA,8.854696999999999e-5,HIV incidence,15-49 years
2092,Status quo,63168622.5,35181795,IncPrevRatio15plus,NA,NA,0.00631925225,Incidence:Prevalence ratio,15+ years
2092,Status quo,63168622.5,35181795,IncPrevRatio15to49,NA,NA,0.02694454499999999,Incidence:Prevalence ratio,15-49 years
2092,Status quo,63168622.5,35181795,NewAdultHIV,NA,NA,8035.63775,New HIV infections,15-49 years
2092,Status quo,63168622.5,35181795,NewHIV15to49,NA,NA,3115.5717499999996,New HIV infections,15+ years
2092,Status quo,63168622.5,35181795,Prev15plus,NA,NA,0.019839915,HIV prevalence,15+ years
2092,Status quo,63168622.5,35181795,Prev15to49,NA,NA,0.00327502925,HIV prevalence,15-49 years
2092,Status quo,63168622.5,35181795,TotHIV15,NA,NA,1258165.75,Total living with HIV,15+ years
2092,Status quo,63168622.5,35181795,TotHIV15to49,NA,NA,115614.075,Total living with HIV,15-49 years
2093,Status quo,63302820,35177250,ARTcoverage15to49,0.710944,NA,NA,ART coverage,15-49 years
2093,Status quo,63302820,35177250,ARTcoverageAdult,0.7921351,NA,NA,ART coverage,15+ years
2093,Status quo,63302820,35177250,HIVinc15plus,1.923525e-4,NA,NA,HIV incidence,15+ years
2093,Status quo,63302820,35177250,HIVinc15to49,1.7175061e-4,NA,NA,HIV incidence,15-49 years
2093,Status quo,63302820,35177250,IncPrevRatio15plus,0.008405289,NA,NA,Incidence:Prevalence ratio,15+ years
2093,Status quo,63302820,35177250,IncPrevRatio15to49,0.03359226,NA,NA,Incidence:Prevalence ratio,15-49 years
2093,Status quo,63302820,35177250,NewAdultHIV,11924.406,NA,NA,New HIV infections,15-49 years
2093,Status quo,63302820,35177250,NewHIV15to49,6010.662,NA,NA,New HIV infections,15+ years
2093,Status quo,63302820,35177250,Prev15plus,0.02206396,NA,NA,HIV prevalence,15+ years
2093,Status quo,63302820,35177250,Prev15to49,0.004959214,NA,NA,HIV prevalence,15-49 years
2093,Status quo,63302820,35177250,TotHIV15,1396741,NA,NA,Total living with HIV,15+ years
2093,Status quo,63302820,35177250,TotHIV15to49,174473.8,NA,NA,Total living with HIV,15-49 years
2093,Status quo,63433190,35251295,ARTcoverage15to49,NA,0.742326025,NA,ART coverage,15-49 years
2093,Status quo,63433190,35251295,ARTcoverageAdult,NA,0.8018909,NA,ART coverage,15+ years
2093,Status quo,63433190,35251295,HIVinc15plus,NA,2.6259425e-4,NA,HIV incidence,15+ years
2093,Status quo,63433190,35251295,HIVinc15to49,NA,2.57901325e-4,NA,HIV incidence,15-49 years
2093,Status quo,63433190,35251295,IncPrevRatio15plus,NA,0.01019231999999999,NA,Incidence:Prevalence ratio,15+ years
2093,Status quo,63433190,35251295,IncPrevRatio15to49,NA,0.0387212625,NA,Incidence:Prevalence ratio,15-49 years
2093,Status quo,63433190,35251295,NewAdultHIV,NA,16245.6175,NA,New HIV infections,15-49 years
2093,Status quo,63433190,35251295,NewHIV15to49,NA,9012.68,NA,New HIV infections,15+ years
2093,Status quo,63433190,35251295,Prev15plus,NA,0.02527357,NA,HIV prevalence,15+ years
2093,Status quo,63433190,35251295,Prev15to49,NA,0.00661488525,NA,HIV prevalence,15-49 years
2093,Status quo,63433190,35251295,TotHIV15,NA,1601027,NA,Total living with HIV,15+ years
2093,Status quo,63433190,35251295,TotHIV15to49,NA,232708.475,NA,Total living with HIV,15-49 years
2093,Status quo,63143765,35074105,ARTcoverage15to49,NA,NA,0.686296925,ART coverage,15-49 years
2093,Status quo,63143765,35074105,ARTcoverageAdult,NA,NA,0.78183915,ART coverage,15+ years
2093,Status quo,63143765,35074105,HIVinc15plus,NA,NA,1.22380525e-4,HIV incidence,15+ years
2093,Status quo,63143765,35074105,HIVinc15to49,NA,NA,8.355447250000002e-5,HIV incidence,15-49 years
2093,Status quo,63143765,35074105,IncPrevRatio15plus,NA,NA,0.00634390475,Incidence:Prevalence ratio,15+ years
2093,Status quo,63143765,35074105,IncPrevRatio15to49,NA,NA,0.0270603175,Incidence:Prevalence ratio,15-49 years
2093,Status quo,63143765,35074105,NewAdultHIV,NA,NA,7609.455,New HIV infections,15-49 years
2093,Status quo,63143765,35074105,NewHIV15to49,NA,NA,2931.448,New HIV infections,15+ years
2093,Status quo,63143765,35074105,Prev15plus,NA,NA,0.0187007975,HIV prevalence,15+ years
2093,Status quo,63143765,35074105,Prev15to49,NA,NA,0.00307774,HIV prevalence,15-49 years
2093,Status quo,63143765,35074105,TotHIV15,NA,NA,1185441.75,Total living with HIV,15+ years
2093,Status quo,63143765,35074105,TotHIV15to49,NA,NA,108315.45,Total living with HIV,15-49 years
2094,Status quo,63270510,35067960,ARTcoverage15to49,0.7100789000000001,NA,NA,ART coverage,15-49 years
2094,Status quo,63270510,35067960,ARTcoverageAdult,0.7917668999999999,NA,NA,ART coverage,15+ years
2094,Status quo,63270510,35067960,HIVinc15plus,1.846018e-4,NA,NA,HIV incidence,15+ years
2094,Status quo,63270510,35067960,HIVinc15to49,1.6547412e-4,NA,NA,HIV incidence,15-49 years
2094,Status quo,63270510,35067960,IncPrevRatio15plus,0.008496153,NA,NA,Incidence:Prevalence ratio,15+ years
2094,Status quo,63270510,35067960,IncPrevRatio15to49,0.03385209999999999,NA,NA,Incidence:Prevalence ratio,15-49 years
2094,Status quo,63270510,35067960,NewAdultHIV,11450.935,NA,NA,New HIV infections,15-49 years
2094,Status quo,63270510,35067960,NewHIV15to49,5774.323,NA,NA,New HIV infections,15+ years
2094,Status quo,63270510,35067960,Prev15plus,0.02095464,NA,NA,HIV prevalence,15+ years
2094,Status quo,63270510,35067960,Prev15to49,0.004737234,NA,NA,HIV prevalence,15-49 years
2094,Status quo,63270510,35067960,TotHIV15,1325842,NA,NA,Total living with HIV,15+ years
2094,Status quo,63270510,35067960,TotHIV15to49,166147.29,NA,NA,Total living with HIV,15-49 years
2094,Status quo,63399797.5,35142017.5,ARTcoverage15to49,NA,0.7420034500000001,NA,ART coverage,15-49 years
2094,Status quo,63399797.5,35142017.5,ARTcoverageAdult,NA,0.80181045,NA,ART coverage,15+ years
2094,Status quo,63399797.5,35142017.5,HIVinc15plus,NA,2.5357757500000004e-4,NA,HIV incidence,15+ years
2094,Status quo,63399797.5,35142017.5,HIVinc15to49,NA,2.50892725e-4,NA,HIV incidence,15-49 years
2094,Status quo,63399797.5,35142017.5,IncPrevRatio15plus,NA,0.0103426775,NA,Incidence:Prevalence ratio,15+ years
2094,Status quo,63399797.5,35142017.5,IncPrevRatio15to49,NA,0.03908953,NA,Incidence:Prevalence ratio,15-49 years
2094,Status quo,63399797.5,35142017.5,NewAdultHIV,NA,15698.78,NA,New HIV infections,15-49 years
2094,Status quo,63399797.5,35142017.5,NewHIV15to49,NA,8742.786250000001,NA,New HIV infections,15+ years
2094,Status quo,63399797.5,35142017.5,Prev15plus,NA,0.024112845,NA,HIV prevalence,15+ years
2094,Status quo,63399797.5,35142017.5,Prev15to49,NA,0.00637582425,NA,HIV prevalence,15-49 years
2094,Status quo,63399797.5,35142017.5,TotHIV15,NA,1526764.75,NA,Total living with HIV,15+ years
2094,Status quo,63399797.5,35142017.5,TotHIV15to49,NA,223606.325,NA,Total living with HIV,15-49 years
2094,Status quo,63110607.5,34964837.5,ARTcoverage15to49,NA,NA,0.6851107,ART coverage,15-49 years
2094,Status quo,63110607.5,34964837.5,ARTcoverageAdult,NA,NA,0.78125495,ART coverage,15+ years
2094,Status quo,63110607.5,34964837.5,HIVinc15plus,NA,NA,1.1581395e-4,HIV incidence,15+ years
2094,Status quo,63110607.5,34964837.5,HIVinc15to49,NA,NA,7.8842325e-5,HIV incidence,15-49 years
2094,Status quo,63110607.5,34964837.5,IncPrevRatio15plus,NA,NA,0.00637268,Incidence:Prevalence ratio,15+ years
2094,Status quo,63110607.5,34964837.5,IncPrevRatio15to49,NA,NA,0.02717845499999999,Incidence:Prevalence ratio,15-49 years
2094,Status quo,63110607.5,34964837.5,NewAdultHIV,NA,NA,7205.1205,New HIV infections,15-49 years
2094,Status quo,63110607.5,34964837.5,NewHIV15to49,NA,NA,2757.9852499999997,New HIV infections,15+ years
2094,Status quo,63110607.5,34964837.5,Prev15plus,NA,NA,0.017615795,HIV prevalence,15+ years
2094,Status quo,63110607.5,34964837.5,Prev15to49,NA,NA,0.00289206975,HIV prevalence,15-49 years
2094,Status quo,63110607.5,34964837.5,TotHIV15,NA,NA,1116067.25,Total living with HIV,15+ years
2094,Status quo,63110607.5,34964837.5,TotHIV15to49,NA,NA,101462.5725,Total living with HIV,15-49 years
2095,Status quo,63230020,34957670,ARTcoverage15to49,0.7092092,NA,NA,ART coverage,15-49 years
2095,Status quo,63230020,34957670,ARTcoverageAdult,0.7913673,NA,NA,ART coverage,15+ years
2095,Status quo,63230020,34957670,HIVinc15plus,1.771999e-4,NA,NA,HIV incidence,15+ years
2095,Status quo,63230020,34957670,HIVinc15to49,1.5949139e-4,NA,NA,HIV incidence,15-49 years
2095,Status quo,63230020,34957670,IncPrevRatio15plus,0.008591265,NA,NA,Incidence:Prevalence ratio,15+ years
2095,Status quo,63230020,34957670,IncPrevRatio15to49,0.03411104,NA,NA,Incidence:Prevalence ratio,15-49 years
2095,Status quo,63230020,34957670,NewAdultHIV,10996.549,NA,NA,New HIV infections,15-49 years
2095,Status quo,63230020,34957670,NewHIV15to49,5549.25,NA,NA,New HIV infections,15+ years
2095,Status quo,63230020,34957670,Prev15plus,0.01989565,NA,NA,HIV prevalence,15+ years
2095,Status quo,63230020,34957670,Prev15to49,0.004527249,NA,NA,HIV prevalence,15-49 years
2095,Status quo,63230020,34957670,TotHIV15,1258034,NA,NA,Total living with HIV,15+ years
2095,Status quo,63230020,34957670,TotHIV15to49,158284.15,NA,NA,Total living with HIV,15-49 years
2095,Status quo,63358227.5,35031740,ARTcoverage15to49,NA,0.7416748750000001,NA,ART coverage,15-49 years
2095,Status quo,63358227.5,35031740,ARTcoverageAdult,NA,0.801709325,NA,ART coverage,15+ years
2095,Status quo,63358227.5,35031740,HIVinc15plus,NA,2.4494334999999e-4,NA,HIV incidence,15+ years
2095,Status quo,63358227.5,35031740,HIVinc15to49,NA,2.4418899999999996e-4,NA,HIV incidence,15-49 years
2095,Status quo,63358227.5,35031740,IncPrevRatio15plus,NA,0.01049910999999999,NA,Incidence:Prevalence ratio,15+ years
2095,Status quo,63358227.5,35031740,IncPrevRatio15to49,NA,0.039455035,NA,Incidence:Prevalence ratio,15-49 years
2095,Status quo,63358227.5,35031740,NewAdultHIV,NA,15172.114999999998,NA,New HIV infections,15-49 years
2095,Status quo,63358227.5,35031740,NewHIV15to49,NA,8484.522,NA,New HIV infections,15+ years
2095,Status quo,63358227.5,35031740,Prev15plus,NA,0.02300276,NA,HIV prevalence,15+ years
2095,Status quo,63358227.5,35031740,Prev15to49,NA,0.0061491685,NA,HIV prevalence,15-49 years
2095,Status quo,63358227.5,35031740,TotHIV15,NA,1455580,NA,Total living with HIV,15+ years
2095,Status quo,63358227.5,35031740,TotHIV15to49,NA,214983.15,NA,Total living with HIV,15-49 years
2095,Status quo,63069250,34854470,ARTcoverage15to49,NA,NA,0.683922375,ART coverage,15-49 years
2095,Status quo,63069250,34854470,ARTcoverageAdult,NA,NA,0.7806320750000001,ART coverage,15+ years
2095,Status quo,63069250,34854470,HIVinc15plus,NA,NA,1.095734e-4,HIV incidence,15+ years
2095,Status quo,63069250,34854470,HIVinc15to49,NA,NA,7.43968925e-5,HIV incidence,15-49 years
2095,Status quo,63069250,34854470,IncPrevRatio15plus,NA,NA,0.00640347925,Incidence:Prevalence ratio,15+ years
2095,Status quo,63069250,34854470,IncPrevRatio15to49,NA,NA,0.027297125,Incidence:Prevalence ratio,15-49 years
2095,Status quo,63069250,34854470,NewAdultHIV,NA,NA,6819.374250000001,New HIV infections,15-49 years
2095,Status quo,63069250,34854470,NewHIV15to49,NA,NA,2594.69675,New HIV infections,15+ years
2095,Status quo,63069250,34854470,Prev15plus,NA,NA,0.0165833975,HIV prevalence,15+ years
2095,Status quo,63069250,34854470,Prev15to49,NA,NA,0.0027176085,HIV prevalence,15-49 years
2095,Status quo,63069250,34854470,TotHIV15,NA,NA,1049959,Total living with HIV,15+ years
2095,Status quo,63069250,34854470,TotHIV15to49,NA,NA,95039.8375,Total living with HIV,15-49 years
2096,Status quo,63181340,34846930,ARTcoverage15to49,0.708341,NA,NA,ART coverage,15-49 years
2096,Status quo,63181340,34846930,ARTcoverageAdult,0.7909352000000001,NA,NA,ART coverage,15+ years
2096,Status quo,63181340,34846930,HIVinc15plus,1.701534e-4,NA,NA,HIV incidence,15+ years
2096,Status quo,63181340,34846930,HIVinc15to49,1.5378817e-4,NA,NA,HIV incidence,15-49 years
2096,Status quo,63181340,34846930,IncPrevRatio15plus,0.008691785,NA,NA,Incidence:Prevalence ratio,15+ years
2096,Status quo,63181340,34846930,IncPrevRatio15to49,0.03436694,NA,NA,Incidence:Prevalence ratio,15-49 years
2096,Status quo,63181340,34846930,NewAdultHIV,10561.929,NA,NA,New HIV infections,15-49 years
2096,Status quo,63181340,34846930,NewHIV15to49,5334.956,NA,NA,New HIV infections,15+ years
2096,Status quo,63181340,34846930,Prev15plus,0.01888542,NA,NA,HIV prevalence,15+ years
